date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:30:00	31000/31000	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Oct%202023%2008:30:34%20GMT	https://www.compiegne-pierrefonds.fr/wp-content/uploads/2023/05/n1a8876-350x470.jpg	D:/EU%20Experience/EU%20Experience/www.compiegne-pierrefonds.fr/wp-content/uploads/2023/05/n1a8876-350x470.jpg	(from https://www.tourismexperience.org/?sc_lang=fr-FR)
15:30:01	51820/51820	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2014:34:00%20GMT	https://www.compiegne-pierrefonds.fr/wp-content/uploads/2023/01/n1a5889-350x470-1674138839.jpg	D:/EU%20Experience/EU%20Experience/www.compiegne-pierrefonds.fr/wp-content/uploads/2023/01/n1a5889-350x470-1674138839.jpg	(from https://www.tourismexperience.org/?sc_lang=fr-FR)
15:30:01	58762/58762	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20May%202023%2009:58:42%20GMT	https://www.compiegne-pierrefonds.fr/wp-content/uploads/2022/10/foret-groupe-amis-resonnance-film-2-350x470-1685527121.jpg	D:/EU%20Experience/EU%20Experience/www.compiegne-pierrefonds.fr/wp-content/uploads/2022/10/foret-groupe-amis-resonnance-film-2-350x470-1685527121.jpg	(from https://www.tourismexperience.org/?sc_lang=fr-FR)
15:30:01	41276/41276	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2012:00:54%20GMT	https://www.compiegne-pierrefonds.fr/wp-content/uploads/2023/01/fra-60-sejournez-resonnance-films-002-350x470-1674129653.jpg	D:/EU%20Experience/EU%20Experience/www.compiegne-pierrefonds.fr/wp-content/uploads/2023/01/fra-60-sejournez-resonnance-films-002-350x470-1674129653.jpg	(from https://www.tourismexperience.org/?sc_lang=fr-FR)
15:30:01	50281/50281	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2012:03:07%20GMT	https://www.compiegne-pierrefonds.fr/wp-content/uploads/2023/01/n1a8539-350x470-1674129786.jpg	D:/EU%20Experience/EU%20Experience/www.compiegne-pierrefonds.fr/wp-content/uploads/2023/01/n1a8539-350x470-1674129786.jpg	(from https://www.tourismexperience.org/?sc_lang=fr-FR)
15:30:02	59058/59058	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Apr%202023%2010:57:38%20GMT	https://www.compiegne-pierrefonds.fr/wp-content/uploads/2023/03/n1a9436-350x470.jpg	D:/EU%20Experience/EU%20Experience/www.compiegne-pierrefonds.fr/wp-content/uploads/2023/03/n1a9436-350x470.jpg	(from https://www.tourismexperience.org/?sc_lang=fr-FR)
15:30:02	54457/54457	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2014:54:03%20GMT	https://www.compiegne-pierrefonds.fr/wp-content/uploads/2022/12/n1a0374-350x470.jpg	D:/EU%20Experience/EU%20Experience/www.compiegne-pierrefonds.fr/wp-content/uploads/2022/12/n1a0374-350x470.jpg	(from https://www.tourismexperience.org/?sc_lang=fr-FR)
15:30:02	36683/36683	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2014:50:11%20GMT	https://www.compiegne-pierrefonds.fr/wp-content/uploads/2023/01/n1a9059-350x470.jpg	D:/EU%20Experience/EU%20Experience/www.compiegne-pierrefonds.fr/wp-content/uploads/2023/01/n1a9059-350x470.jpg	(from https://www.tourismexperience.org/?sc_lang=fr-FR)
15:30:02	43538/43538	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2014:55:33%20GMT	https://www.compiegne-pierrefonds.fr/wp-content/uploads/2023/01/n1a9003-350x470.jpg	D:/EU%20Experience/EU%20Experience/www.compiegne-pierrefonds.fr/wp-content/uploads/2023/01/n1a9003-350x470.jpg	(from https://www.tourismexperience.org/?sc_lang=fr-FR)
15:30:02	67509/67509	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Jan%202023%2014:04:38%20GMT	https://www.compiegne-pierrefonds.fr/wp-content/uploads/2023/01/n1a5537-350x470-1674137078.jpg	D:/EU%20Experience/EU%20Experience/www.compiegne-pierrefonds.fr/wp-content/uploads/2023/01/n1a5537-350x470-1674137078.jpg	(from https://www.tourismexperience.org/?sc_lang=fr-FR)
